,composite_chain_id,coref_chain,dataset,subtopic,language,mentions,phrasing_diversity,unique_lemmas
20110,SPE40454870068532332/MEANTIME//dutch,SPE40454870068532332,MEANTIME,,dutch,1,1.0,1
20111,SPE40454870068532332/MEANTIME//english,SPE40454870068532332,MEANTIME,,english,1,1.0,1
20112,SPE40454870068532332/MEANTIME//italian,SPE40454870068532332,MEANTIME,,italian,1,1.0,1
20113,SPE40454870068532332/MEANTIME//spanish,SPE40454870068532332,MEANTIME,,spanish,1,1.0,1
20114,SPE40455213184865932/MEANTIME//dutch,SPE40455213184865932,MEANTIME,,dutch,1,1.0,1
20115,SPE40455213184865932/MEANTIME//english,SPE40455213184865932,MEANTIME,,english,1,1.0,1
20116,SPE40455213184865932/MEANTIME//italian,SPE40455213184865932,MEANTIME,,italian,1,1.0,1
20117,SPE40455213184865932/MEANTIME//spanish,SPE40455213184865932,MEANTIME,,spanish,1,1.0,1
20118,SPE40455357382591291/MEANTIME//dutch,SPE40455357382591291,MEANTIME,,dutch,1,1.0,1
20119,SPE40455357382591291/MEANTIME//english,SPE40455357382591291,MEANTIME,,english,1,1.0,1
20120,SPE40455357382591291/MEANTIME//italian,SPE40455357382591291,MEANTIME,,italian,1,1.0,1
20121,SPE40455357382591291/MEANTIME//spanish,SPE40455357382591291,MEANTIME,,spanish,1,1.0,1
20122,SPE40455518320022630/MEANTIME//dutch,SPE40455518320022630,MEANTIME,,dutch,1,1.0,1
20123,SPE40455518320022630/MEANTIME//english,SPE40455518320022630,MEANTIME,,english,1,1.0,1
20124,SPE40455518320022630/MEANTIME//italian,SPE40455518320022630,MEANTIME,,italian,1,1.0,1
20125,SPE40455518320022630/MEANTIME//spanish,SPE40455518320022630,MEANTIME,,spanish,1,1.0,1
20126,SPE40456123932433385/MEANTIME//english,SPE40456123932433385,MEANTIME,,english,1,1.0,1
20127,SPE40456123932433385/MEANTIME//italian,SPE40456123932433385,MEANTIME,,italian,1,1.0,1
20128,SPE40456123932433385/MEANTIME//spanish,SPE40456123932433385,MEANTIME,,spanish,1,1.0,1
20129,SPE40457056561293072/MEANTIME//dutch,SPE40457056561293072,MEANTIME,,dutch,1,1.0,1
20130,SPE40457056561293072/MEANTIME//english,SPE40457056561293072,MEANTIME,,english,1,1.0,1
20131,SPE40457056561293072/MEANTIME//spanish,SPE40457056561293072,MEANTIME,,spanish,1,1.0,1
20132,SPE40457103621040183/MEANTIME//dutch,SPE40457103621040183,MEANTIME,,dutch,1,1.0,1
20133,SPE40457103621040183/MEANTIME//english,SPE40457103621040183,MEANTIME,,english,1,1.0,1
20134,SPE40457103621040183/MEANTIME//italian,SPE40457103621040183,MEANTIME,,italian,1,1.0,1
20135,SPE40457103621040183/MEANTIME//spanish,SPE40457103621040183,MEANTIME,,spanish,1,1.0,1
20136,SPE40515756121164744/MEANTIME//english,SPE40515756121164744,MEANTIME,,english,1,1.0,1
20137,SPE40515756121164744/MEANTIME//spanish,SPE40515756121164744,MEANTIME,,spanish,1,1.0,1
20138,SPE40522677372702195/MEANTIME//dutch,SPE40522677372702195,MEANTIME,,dutch,1,1.0,1
20139,SPE40522677372702195/MEANTIME//english,SPE40522677372702195,MEANTIME,,english,1,1.0,1
20140,SPE40522677372702195/MEANTIME//italian,SPE40522677372702195,MEANTIME,,italian,1,1.0,1
20141,SPE40522677372702195/MEANTIME//spanish,SPE40522677372702195,MEANTIME,,spanish,1,1.0,1
20142,SPE40532554616221473/MEANTIME//english,SPE40532554616221473,MEANTIME,,english,1,1.0,1
20143,SPE40532554616221473/MEANTIME//italian,SPE40532554616221473,MEANTIME,,italian,1,1.0,1
20144,SPE40532554616221473/MEANTIME//spanish,SPE40532554616221473,MEANTIME,,spanish,1,1.0,1
20145,SPE40643462769660681/MEANTIME//dutch,SPE40643462769660681,MEANTIME,,dutch,1,1.0,1
20146,SPE40643462769660681/MEANTIME//english,SPE40643462769660681,MEANTIME,,english,1,1.0,1
20147,SPE40643462769660681/MEANTIME//italian,SPE40643462769660681,MEANTIME,,italian,1,1.0,1
20148,SPE40643462769660681/MEANTIME//spanish,SPE40643462769660681,MEANTIME,,spanish,1,1.0,1
20149,SPE40781767634228442/MEANTIME//english,SPE40781767634228442,MEANTIME,,english,1,1.0,1
20150,SPE40781849676060246/MEANTIME//dutch,SPE40781849676060246,MEANTIME,,dutch,2,2.0,2
20151,SPE40781849676060246/MEANTIME//english,SPE40781849676060246,MEANTIME,,english,2,2.0,1
20152,SPE40781849676060246/MEANTIME//italian,SPE40781849676060246,MEANTIME,,italian,2,2.0,1
20153,SPE40781849676060246/MEANTIME//spanish,SPE40781849676060246,MEANTIME,,spanish,2,2.0,1
20154,SPE40785522919832235/MEANTIME//dutch,SPE40785522919832235,MEANTIME,,dutch,2,2.0,2
20155,SPE40785522919832235/MEANTIME//english,SPE40785522919832235,MEANTIME,,english,3,3.0,2
20156,SPE40785522919832235/MEANTIME//italian,SPE40785522919832235,MEANTIME,,italian,2,2.0,2
20157,SPE40785522919832235/MEANTIME//spanish,SPE40785522919832235,MEANTIME,,spanish,2,2.0,2
20158,SPE40785867335956942/MEANTIME//dutch,SPE40785867335956942,MEANTIME,,dutch,2,0.25,1
20159,SPE40785867335956942/MEANTIME//english,SPE40785867335956942,MEANTIME,,english,2,0.25,1
20160,SPE40785867335956942/MEANTIME//italian,SPE40785867335956942,MEANTIME,,italian,2,2.0,2
20161,SPE40785867335956942/MEANTIME//spanish,SPE40785867335956942,MEANTIME,,spanish,2,0.25,1
20162,SPE40786624867317971/MEANTIME//dutch,SPE40786624867317971,MEANTIME,,dutch,1,1.0,1
20163,SPE40786624867317971/MEANTIME//english,SPE40786624867317971,MEANTIME,,english,1,1.0,1
20164,SPE40786624867317971/MEANTIME//italian,SPE40786624867317971,MEANTIME,,italian,1,1.0,1
20165,SPE40786624867317971/MEANTIME//spanish,SPE40786624867317971,MEANTIME,,spanish,1,1.0,1
20166,SPE40796126422692908/MEANTIME//dutch,SPE40796126422692908,MEANTIME,,dutch,1,1.0,1
20167,SPE40796126422692908/MEANTIME//english,SPE40796126422692908,MEANTIME,,english,1,1.0,1
20168,SPE40796126422692908/MEANTIME//italian,SPE40796126422692908,MEANTIME,,italian,1,1.0,1
20169,SPE40796126422692908/MEANTIME//spanish,SPE40796126422692908,MEANTIME,,spanish,1,1.0,1
20170,SPE40819332179905437/MEANTIME//dutch,SPE40819332179905437,MEANTIME,,dutch,1,1.0,1
20171,SPE40819332179905437/MEANTIME//english,SPE40819332179905437,MEANTIME,,english,1,1.0,1
20172,SPE40819332179905437/MEANTIME//italian,SPE40819332179905437,MEANTIME,,italian,1,1.0,1
20173,SPE40819332179905437/MEANTIME//spanish,SPE40819332179905437,MEANTIME,,spanish,1,1.0,1
20174,SPE40890192004644381/MEANTIME//dutch,SPE40890192004644381,MEANTIME,,dutch,1,1.0,1
20175,SPE40890192004644381/MEANTIME//english,SPE40890192004644381,MEANTIME,,english,1,1.0,1
20176,SPE40890192004644381/MEANTIME//italian,SPE40890192004644381,MEANTIME,,italian,1,1.0,1
20177,SPE40890192004644381/MEANTIME//spanish,SPE40890192004644381,MEANTIME,,spanish,1,1.0,1
20178,SPE41391579293467169/MEANTIME//dutch,SPE41391579293467169,MEANTIME,,dutch,1,1.0,1
20179,SPE41391579293467169/MEANTIME//english,SPE41391579293467169,MEANTIME,,english,1,1.0,1
20180,SPE41391579293467169/MEANTIME//italian,SPE41391579293467169,MEANTIME,,italian,1,1.0,1
20181,SPE41391579293467169/MEANTIME//spanish,SPE41391579293467169,MEANTIME,,spanish,1,1.0,1
20182,SPE41471658612496016/MEANTIME//english,SPE41471658612496016,MEANTIME,,english,1,1.0,1
20183,SPE41478000956526816/MEANTIME//dutch,SPE41478000956526816,MEANTIME,,dutch,1,1.0,1
20184,SPE41478000956526816/MEANTIME//english,SPE41478000956526816,MEANTIME,,english,1,1.0,1
20185,SPE41478000956526816/MEANTIME//italian,SPE41478000956526816,MEANTIME,,italian,1,1.0,1
20186,SPE41478000956526816/MEANTIME//spanish,SPE41478000956526816,MEANTIME,,spanish,1,1.0,1
20187,SPE41486960984781382/MEANTIME//dutch,SPE41486960984781382,MEANTIME,,dutch,1,1.0,1
20188,SPE41486960984781382/MEANTIME//english,SPE41486960984781382,MEANTIME,,english,1,1.0,1
20189,SPE41486960984781382/MEANTIME//italian,SPE41486960984781382,MEANTIME,,italian,1,1.0,1
20190,SPE41486960984781382/MEANTIME//spanish,SPE41486960984781382,MEANTIME,,spanish,1,1.0,1
20191,SPE4KHfB9NPScg7GF3oa/MEANTIME//english,SPE4KHfB9NPScg7GF3oa,MEANTIME,,english,1,1.0,1
20192,SPE4KHfB9NPScg7GF3oa/MEANTIME//italian,SPE4KHfB9NPScg7GF3oa,MEANTIME,,italian,1,1.0,1
20193,SPE4UBGxPPLKEYvMqSDZ/MEANTIME//dutch,SPE4UBGxPPLKEYvMqSDZ,MEANTIME,,dutch,1,1.0,1
20194,SPE4UBGxPPLKEYvMqSDZ/MEANTIME//english,SPE4UBGxPPLKEYvMqSDZ,MEANTIME,,english,1,1.0,1
20195,SPE4UBGxPPLKEYvMqSDZ/MEANTIME//italian,SPE4UBGxPPLKEYvMqSDZ,MEANTIME,,italian,1,1.0,1
20196,SPE4UBGxPPLKEYvMqSDZ/MEANTIME//spanish,SPE4UBGxPPLKEYvMqSDZ,MEANTIME,,spanish,1,1.0,1
20197,SPE4YopGv6Ck6SnuYCHE/MEANTIME//english,SPE4YopGv6Ck6SnuYCHE,MEANTIME,,english,1,1.0,1
20198,SPE4YopGv6Ck6SnuYCHE/MEANTIME//italian,SPE4YopGv6Ck6SnuYCHE,MEANTIME,,italian,1,1.0,1
20199,SPE4YopGv6Ck6SnuYCHE/MEANTIME//spanish,SPE4YopGv6Ck6SnuYCHE,MEANTIME,,spanish,1,1.0,1
20200,SPE4gJAee3CwSMpGMMqH/MEANTIME//english,SPE4gJAee3CwSMpGMMqH,MEANTIME,,english,1,1.0,1
20201,SPE4gJAee3CwSMpGMMqH/MEANTIME//italian,SPE4gJAee3CwSMpGMMqH,MEANTIME,,italian,1,1.0,1
20202,SPE4gJAee3CwSMpGMMqH/MEANTIME//spanish,SPE4gJAee3CwSMpGMMqH,MEANTIME,,spanish,1,1.0,1
20203,SPE4iYqRgtkEWNkZG278/MEANTIME//dutch,SPE4iYqRgtkEWNkZG278,MEANTIME,,dutch,1,1.0,1
20204,SPE4kvFT8QcxvzwJMJtG/MEANTIME//english,SPE4kvFT8QcxvzwJMJtG,MEANTIME,,english,1,1.0,1
20205,SPE4kvFT8QcxvzwJMJtG/MEANTIME//italian,SPE4kvFT8QcxvzwJMJtG,MEANTIME,,italian,1,1.0,1
20206,SPE4kvFT8QcxvzwJMJtG/MEANTIME//spanish,SPE4kvFT8QcxvzwJMJtG,MEANTIME,,spanish,1,1.0,1
20207,SPE4sefWxwPiSgvXpErs/MEANTIME//english,SPE4sefWxwPiSgvXpErs,MEANTIME,,english,1,1.0,1
20208,SPE4sefWxwPiSgvXpErs/MEANTIME//italian,SPE4sefWxwPiSgvXpErs,MEANTIME,,italian,1,1.0,1
20209,SPE4sefWxwPiSgvXpErs/MEANTIME//spanish,SPE4sefWxwPiSgvXpErs,MEANTIME,,spanish,1,1.0,1
20210,SPE4tdzqXdZcL6aRCYbt/MEANTIME//dutch,SPE4tdzqXdZcL6aRCYbt,MEANTIME,,dutch,1,1.0,1
20211,SPE4tdzqXdZcL6aRCYbt/MEANTIME//english,SPE4tdzqXdZcL6aRCYbt,MEANTIME,,english,1,1.0,1
20212,SPE4tdzqXdZcL6aRCYbt/MEANTIME//italian,SPE4tdzqXdZcL6aRCYbt,MEANTIME,,italian,1,1.0,1
20213,SPE4tdzqXdZcL6aRCYbt/MEANTIME//spanish,SPE4tdzqXdZcL6aRCYbt,MEANTIME,,spanish,1,1.0,1
20214,SPE54AoPGU5ZmtNRdTuq/MEANTIME//dutch,SPE54AoPGU5ZmtNRdTuq,MEANTIME,,dutch,2,2.0,2
20215,SPE57126132603795090/MEANTIME//dutch,SPE57126132603795090,MEANTIME,,dutch,1,1.0,1
20216,SPE57126132603795090/MEANTIME//english,SPE57126132603795090,MEANTIME,,english,1,1.0,1
20217,SPE57126132603795090/MEANTIME//italian,SPE57126132603795090,MEANTIME,,italian,1,1.0,1
20218,SPE57126132603795090/MEANTIME//spanish,SPE57126132603795090,MEANTIME,,spanish,1,1.0,1
20219,SPE57126464767324594/MEANTIME//dutch,SPE57126464767324594,MEANTIME,,dutch,2,2.0,2
20220,SPE57126464767324594/MEANTIME//english,SPE57126464767324594,MEANTIME,,english,1,1.0,1
20221,SPE57126464767324594/MEANTIME//italian,SPE57126464767324594,MEANTIME,,italian,1,1.0,1
20222,SPE57126464767324594/MEANTIME//spanish,SPE57126464767324594,MEANTIME,,spanish,1,1.0,1
20223,SPE57187534893007553/MEANTIME//dutch,SPE57187534893007553,MEANTIME,,dutch,1,1.0,1
20224,SPE57187534893007553/MEANTIME//english,SPE57187534893007553,MEANTIME,,english,1,1.0,1
20225,SPE57187534893007553/MEANTIME//italian,SPE57187534893007553,MEANTIME,,italian,1,1.0,1
20226,SPE57187534893007553/MEANTIME//spanish,SPE57187534893007553,MEANTIME,,spanish,1,1.0,1
20227,SPE57215629332158781/MEANTIME//english,SPE57215629332158781,MEANTIME,,english,1,1.0,1
20228,SPE57215629332158781/MEANTIME//italian,SPE57215629332158781,MEANTIME,,italian,1,1.0,1
20229,SPE57215629332158781/MEANTIME//spanish,SPE57215629332158781,MEANTIME,,spanish,1,1.0,1
20230,SPE57277450457046382/MEANTIME//dutch,SPE57277450457046382,MEANTIME,,dutch,1,1.0,1
20231,SPE57277450457046382/MEANTIME//english,SPE57277450457046382,MEANTIME,,english,1,1.0,1
20232,SPE57277450457046382/MEANTIME//italian,SPE57277450457046382,MEANTIME,,italian,1,1.0,1
20233,SPE57277450457046382/MEANTIME//spanish,SPE57277450457046382,MEANTIME,,spanish,1,1.0,1
20234,SPE57277888850169910/MEANTIME//dutch,SPE57277888850169910,MEANTIME,,dutch,1,1.0,1
20235,SPE57277888850169910/MEANTIME//english,SPE57277888850169910,MEANTIME,,english,1,1.0,1
20236,SPE57277888850169910/MEANTIME//italian,SPE57277888850169910,MEANTIME,,italian,1,1.0,1
20237,SPE57277888850169910/MEANTIME//spanish,SPE57277888850169910,MEANTIME,,spanish,1,1.0,1
20238,SPE57301739778390184/MEANTIME//dutch,SPE57301739778390184,MEANTIME,,dutch,1,1.0,1
20239,SPE57301739778390184/MEANTIME//english,SPE57301739778390184,MEANTIME,,english,1,1.0,1
20240,SPE57301739778390184/MEANTIME//italian,SPE57301739778390184,MEANTIME,,italian,1,1.0,1
20241,SPE57301739778390184/MEANTIME//spanish,SPE57301739778390184,MEANTIME,,spanish,2,2.0,1
20242,SPE57302065659552364/MEANTIME//dutch,SPE57302065659552364,MEANTIME,,dutch,2,0.25,1
20243,SPE57302065659552364/MEANTIME//english,SPE57302065659552364,MEANTIME,,english,1,1.0,1
20244,SPE57302172243151891/MEANTIME//dutch,SPE57302172243151891,MEANTIME,,dutch,1,1.0,1
20245,SPE57302172243151891/MEANTIME//english,SPE57302172243151891,MEANTIME,,english,1,1.0,1
20246,SPE57302172243151891/MEANTIME//italian,SPE57302172243151891,MEANTIME,,italian,1,1.0,1
20247,SPE57302286920812841/MEANTIME//dutch,SPE57302286920812841,MEANTIME,,dutch,1,1.0,1
20248,SPE57302286920812841/MEANTIME//english,SPE57302286920812841,MEANTIME,,english,1,1.0,1
20249,SPE57302286920812841/MEANTIME//italian,SPE57302286920812841,MEANTIME,,italian,1,1.0,1
20250,SPE57303538799451537/MEANTIME//dutch,SPE57303538799451537,MEANTIME,,dutch,1,1.0,1
20251,SPE57303538799451537/MEANTIME//english,SPE57303538799451537,MEANTIME,,english,1,1.0,1
20252,SPE57303538799451537/MEANTIME//italian,SPE57303538799451537,MEANTIME,,italian,1,1.0,1
20253,SPE57303538799451537/MEANTIME//spanish,SPE57303538799451537,MEANTIME,,spanish,1,1.0,1
20254,SPE57303624236615454/MEANTIME//dutch,SPE57303624236615454,MEANTIME,,dutch,1,1.0,1
20255,SPE57303624236615454/MEANTIME//english,SPE57303624236615454,MEANTIME,,english,1,1.0,1
20256,SPE57303624236615454/MEANTIME//italian,SPE57303624236615454,MEANTIME,,italian,1,1.0,1
20257,SPE57303624236615454/MEANTIME//spanish,SPE57303624236615454,MEANTIME,,spanish,1,1.0,1
20258,SPE57303719405132347/MEANTIME//dutch,SPE57303719405132347,MEANTIME,,dutch,1,1.0,1
20259,SPE57303719405132347/MEANTIME//english,SPE57303719405132347,MEANTIME,,english,1,1.0,1
20260,SPE57303719405132347/MEANTIME//italian,SPE57303719405132347,MEANTIME,,italian,1,1.0,1
20261,SPE57303719405132347/MEANTIME//spanish,SPE57303719405132347,MEANTIME,,spanish,1,1.0,1
20262,SPE57304114754781218/MEANTIME//dutch,SPE57304114754781218,MEANTIME,,dutch,1,1.0,1
20263,SPE57304114754781218/MEANTIME//english,SPE57304114754781218,MEANTIME,,english,1,1.0,1
20264,SPE57304114754781218/MEANTIME//italian,SPE57304114754781218,MEANTIME,,italian,1,1.0,1
20265,SPE57304114754781218/MEANTIME//spanish,SPE57304114754781218,MEANTIME,,spanish,1,1.0,1
20266,SPE57304213608049800/MEANTIME//english,SPE57304213608049800,MEANTIME,,english,1,1.0,1
20267,SPE57304213608049800/MEANTIME//italian,SPE57304213608049800,MEANTIME,,italian,1,1.0,1
20268,SPE57304213608049800/MEANTIME//spanish,SPE57304213608049800,MEANTIME,,spanish,1,1.0,1
20269,SPE57304365132363357/MEANTIME//dutch,SPE57304365132363357,MEANTIME,,dutch,1,1.0,1
20270,SPE57304365132363357/MEANTIME//english,SPE57304365132363357,MEANTIME,,english,1,1.0,1
20271,SPE57304365132363357/MEANTIME//italian,SPE57304365132363357,MEANTIME,,italian,1,1.0,1
20272,SPE57304365132363357/MEANTIME//spanish,SPE57304365132363357,MEANTIME,,spanish,1,1.0,1
20273,SPE57304543257752612/MEANTIME//dutch,SPE57304543257752612,MEANTIME,,dutch,1,1.0,1
20274,SPE57304543257752612/MEANTIME//english,SPE57304543257752612,MEANTIME,,english,1,1.0,1
20275,SPE57304543257752612/MEANTIME//italian,SPE57304543257752612,MEANTIME,,italian,1,1.0,1
20276,SPE57304543257752612/MEANTIME//spanish,SPE57304543257752612,MEANTIME,,spanish,1,1.0,1
20277,SPE57304645462218558/MEANTIME//dutch,SPE57304645462218558,MEANTIME,,dutch,1,1.0,1
20278,SPE57304645462218558/MEANTIME//english,SPE57304645462218558,MEANTIME,,english,1,1.0,1
20279,SPE57304645462218558/MEANTIME//italian,SPE57304645462218558,MEANTIME,,italian,1,1.0,1
20280,SPE57304645462218558/MEANTIME//spanish,SPE57304645462218558,MEANTIME,,spanish,1,1.0,1
20281,SPE57304737669126772/MEANTIME//dutch,SPE57304737669126772,MEANTIME,,dutch,1,1.0,1
20282,SPE57304737669126772/MEANTIME//english,SPE57304737669126772,MEANTIME,,english,1,1.0,1
20283,SPE57304737669126772/MEANTIME//italian,SPE57304737669126772,MEANTIME,,italian,1,1.0,1
20284,SPE57304737669126772/MEANTIME//spanish,SPE57304737669126772,MEANTIME,,spanish,1,1.0,1
20285,SPE57305546805329596/MEANTIME//dutch,SPE57305546805329596,MEANTIME,,dutch,1,1.0,1
20286,SPE57305546805329596/MEANTIME//english,SPE57305546805329596,MEANTIME,,english,1,1.0,1
20287,SPE57305546805329596/MEANTIME//italian,SPE57305546805329596,MEANTIME,,italian,1,1.0,1
20288,SPE57305546805329596/MEANTIME//spanish,SPE57305546805329596,MEANTIME,,spanish,1,1.0,1
20289,SPE57305644854517035/MEANTIME//dutch,SPE57305644854517035,MEANTIME,,dutch,1,1.0,1
20290,SPE57305644854517035/MEANTIME//english,SPE57305644854517035,MEANTIME,,english,1,1.0,1
20291,SPE57305644854517035/MEANTIME//italian,SPE57305644854517035,MEANTIME,,italian,1,1.0,1
20292,SPE57305644854517035/MEANTIME//spanish,SPE57305644854517035,MEANTIME,,spanish,1,1.0,1
20293,SPE57305746299764707/MEANTIME//dutch,SPE57305746299764707,MEANTIME,,dutch,1,1.0,1
20294,SPE57305746299764707/MEANTIME//english,SPE57305746299764707,MEANTIME,,english,1,1.0,1
20295,SPE57305746299764707/MEANTIME//italian,SPE57305746299764707,MEANTIME,,italian,1,1.0,1
20296,SPE57305746299764707/MEANTIME//spanish,SPE57305746299764707,MEANTIME,,spanish,1,1.0,1
20297,SPE57305835996117899/MEANTIME//dutch,SPE57305835996117899,MEANTIME,,dutch,1,1.0,1
20298,SPE57305835996117899/MEANTIME//english,SPE57305835996117899,MEANTIME,,english,1,1.0,1
20299,SPE57305835996117899/MEANTIME//italian,SPE57305835996117899,MEANTIME,,italian,1,1.0,1
20300,SPE57305835996117899/MEANTIME//spanish,SPE57305835996117899,MEANTIME,,spanish,1,1.0,1
20301,SPE57306034632827974/MEANTIME//dutch,SPE57306034632827974,MEANTIME,,dutch,1,1.0,1
20302,SPE57306034632827974/MEANTIME//english,SPE57306034632827974,MEANTIME,,english,1,1.0,1
20303,SPE57306034632827974/MEANTIME//italian,SPE57306034632827974,MEANTIME,,italian,1,1.0,1
20304,SPE57306034632827974/MEANTIME//spanish,SPE57306034632827974,MEANTIME,,spanish,1,1.0,1
20305,SPE57355895879120057/MEANTIME//dutch,SPE57355895879120057,MEANTIME,,dutch,1,1.0,1
20306,SPE57355895879120057/MEANTIME//english,SPE57355895879120057,MEANTIME,,english,1,1.0,1
20307,SPE57355895879120057/MEANTIME//italian,SPE57355895879120057,MEANTIME,,italian,1,1.0,1
20308,SPE57355895879120057/MEANTIME//spanish,SPE57355895879120057,MEANTIME,,spanish,1,1.0,1
20309,SPE57356128416240355/MEANTIME//dutch,SPE57356128416240355,MEANTIME,,dutch,1,1.0,1
20310,SPE57356128416240355/MEANTIME//english,SPE57356128416240355,MEANTIME,,english,1,1.0,1
20311,SPE57356128416240355/MEANTIME//italian,SPE57356128416240355,MEANTIME,,italian,1,1.0,1
20312,SPE57356128416240355/MEANTIME//spanish,SPE57356128416240355,MEANTIME,,spanish,1,1.0,1
20313,SPE57356323742307545/MEANTIME//dutch,SPE57356323742307545,MEANTIME,,dutch,1,1.0,1
20314,SPE57356323742307545/MEANTIME//english,SPE57356323742307545,MEANTIME,,english,1,1.0,1
20315,SPE57356323742307545/MEANTIME//italian,SPE57356323742307545,MEANTIME,,italian,1,1.0,1
20316,SPE57356323742307545/MEANTIME//spanish,SPE57356323742307545,MEANTIME,,spanish,1,1.0,1
20317,SPE57363592960942059/MEANTIME//dutch,SPE57363592960942059,MEANTIME,,dutch,1,1.0,1
20318,SPE57363592960942059/MEANTIME//english,SPE57363592960942059,MEANTIME,,english,1,1.0,1
20319,SPE57363592960942059/MEANTIME//italian,SPE57363592960942059,MEANTIME,,italian,1,1.0,1
20320,SPE57363592960942059/MEANTIME//spanish,SPE57363592960942059,MEANTIME,,spanish,1,1.0,1
20321,SPE57363947191854343/MEANTIME//dutch,SPE57363947191854343,MEANTIME,,dutch,1,1.0,1
20322,SPE57363947191854343/MEANTIME//english,SPE57363947191854343,MEANTIME,,english,1,1.0,1
20323,SPE57363947191854343/MEANTIME//italian,SPE57363947191854343,MEANTIME,,italian,1,1.0,1
20324,SPE57363947191854343/MEANTIME//spanish,SPE57363947191854343,MEANTIME,,spanish,1,1.0,1
20325,SPE57364461924812353/MEANTIME//dutch,SPE57364461924812353,MEANTIME,,dutch,1,1.0,1
20326,SPE57364461924812353/MEANTIME//english,SPE57364461924812353,MEANTIME,,english,1,1.0,1
20327,SPE57364461924812353/MEANTIME//italian,SPE57364461924812353,MEANTIME,,italian,1,1.0,1
20328,SPE57364461924812353/MEANTIME//spanish,SPE57364461924812353,MEANTIME,,spanish,1,1.0,1
20329,SPE57364663666951657/MEANTIME//dutch,SPE57364663666951657,MEANTIME,,dutch,2,0.25,1
20330,SPE57364663666951657/MEANTIME//english,SPE57364663666951657,MEANTIME,,english,2,0.25,1
20331,SPE57364663666951657/MEANTIME//italian,SPE57364663666951657,MEANTIME,,italian,2,2.0,2
20332,SPE57364663666951657/MEANTIME//spanish,SPE57364663666951657,MEANTIME,,spanish,2,0.25,1
20333,SPE57364874097022022/MEANTIME//dutch,SPE57364874097022022,MEANTIME,,dutch,1,1.0,1
20334,SPE57364874097022022/MEANTIME//english,SPE57364874097022022,MEANTIME,,english,1,1.0,1
20335,SPE57364874097022022/MEANTIME//italian,SPE57364874097022022,MEANTIME,,italian,1,1.0,1
20336,SPE57364874097022022/MEANTIME//spanish,SPE57364874097022022,MEANTIME,,spanish,1,1.0,1
20337,SPE57365257163222994/MEANTIME//dutch,SPE57365257163222994,MEANTIME,,dutch,1,1.0,1
20338,SPE57365257163222994/MEANTIME//english,SPE57365257163222994,MEANTIME,,english,1,1.0,1
20339,SPE57365257163222994/MEANTIME//italian,SPE57365257163222994,MEANTIME,,italian,1,1.0,1
20340,SPE57365257163222994/MEANTIME//spanish,SPE57365257163222994,MEANTIME,,spanish,1,1.0,1
20341,SPE57365498157192464/MEANTIME//dutch,SPE57365498157192464,MEANTIME,,dutch,1,1.0,1
20342,SPE57365498157192464/MEANTIME//english,SPE57365498157192464,MEANTIME,,english,1,1.0,1
20343,SPE57365498157192464/MEANTIME//italian,SPE57365498157192464,MEANTIME,,italian,1,1.0,1
20344,SPE57365498157192464/MEANTIME//spanish,SPE57365498157192464,MEANTIME,,spanish,1,1.0,1
20345,SPE57365566344185915/MEANTIME//dutch,SPE57365566344185915,MEANTIME,,dutch,1,1.0,1
20346,SPE57365566344185915/MEANTIME//english,SPE57365566344185915,MEANTIME,,english,1,1.0,1
20347,SPE57365566344185915/MEANTIME//italian,SPE57365566344185915,MEANTIME,,italian,1,1.0,1
20348,SPE57365566344185915/MEANTIME//spanish,SPE57365566344185915,MEANTIME,,spanish,1,1.0,1
20349,SPE57365657659384090/MEANTIME//dutch,SPE57365657659384090,MEANTIME,,dutch,1,1.0,1
20350,SPE57365657659384090/MEANTIME//english,SPE57365657659384090,MEANTIME,,english,1,1.0,1
20351,SPE57365657659384090/MEANTIME//italian,SPE57365657659384090,MEANTIME,,italian,1,1.0,1
20352,SPE57365657659384090/MEANTIME//spanish,SPE57365657659384090,MEANTIME,,spanish,1,1.0,1
20353,SPE57365859574536372/MEANTIME//dutch,SPE57365859574536372,MEANTIME,,dutch,1,1.0,1
20354,SPE57365859574536372/MEANTIME//english,SPE57365859574536372,MEANTIME,,english,1,1.0,1
20355,SPE57365859574536372/MEANTIME//italian,SPE57365859574536372,MEANTIME,,italian,1,1.0,1
20356,SPE57365859574536372/MEANTIME//spanish,SPE57365859574536372,MEANTIME,,spanish,1,1.0,1
20357,SPE57366251909921330/MEANTIME//dutch,SPE57366251909921330,MEANTIME,,dutch,1,1.0,1
20358,SPE57366251909921330/MEANTIME//english,SPE57366251909921330,MEANTIME,,english,1,1.0,1
20359,SPE57366251909921330/MEANTIME//italian,SPE57366251909921330,MEANTIME,,italian,1,1.0,1
20360,SPE57366251909921330/MEANTIME//spanish,SPE57366251909921330,MEANTIME,,spanish,1,1.0,1
20361,SPE57366930432668675/MEANTIME//dutch,SPE57366930432668675,MEANTIME,,dutch,1,1.0,1
20362,SPE57366930432668675/MEANTIME//english,SPE57366930432668675,MEANTIME,,english,1,1.0,1
20363,SPE57366930432668675/MEANTIME//italian,SPE57366930432668675,MEANTIME,,italian,1,1.0,1
20364,SPE57366930432668675/MEANTIME//spanish,SPE57366930432668675,MEANTIME,,spanish,1,1.0,1
20365,SPE57367059746881951/MEANTIME//english,SPE57367059746881951,MEANTIME,,english,1,1.0,1
